A헲;MES;TIPO CONSULTA;FACEBOOK INBOX;FACEBOOK MURO;INSTAGRAN;TIK TOK;TWITTER;YOUTUBE;TOTAL
2022;ENERO;RENOVACION DNI AMARILLO;365;235;74;0;8;0;682
2022;ENERO;RENOVACION DNI AZUL;991;412;126;0;42;0;1571
2022;ENERO;RENOVACION DNIE;15;8;21;0;16;0;60
2022;ENERO;UBICAR ACTA/DIGITALIZACION/ERROR ACTAS;1;0;0;0;0;0;1
2022;FEBRERO;AUTENTICACIONES DE FIRMAS/ACTAS;42;17;0;0;8;0;67
2022;FEBRERO;BONO;7;1;0;0;0;0;8
2022;FEBRERO;CAIDA SISTEMA;44;86;10;0;20;0;160
2022;FEBRERO;CAMBIO DNI A AZUL;262;148;50;0;0;0;460
2022;FEBRERO;CONSULTA ELECCIONES/PADRON/MULTAS/DISPENSAS;15;6;2;0;5;0;28
2022;FEBRERO;COPIA DE ACTAS;630;231;73;0;37;0;971
2022;FEBRERO;DEMORA DE ENTREGA DEL DNI;28;22;0;0;6;0;56
2022;FEBRERO;DESBLOQUEO PIN DNIE;3;1;0;0;0;0;4
2022;FEBRERO;DEVOLUCION/VALIDEZ DE PAGO;303;166;36;0;11;0;516
2022;FEBRERO;DISCAPACIDAD DNI AMARILLO;1;1;0;0;0;0;2
2022;FEBRERO;DISCAPACIDAD DNI AZUL;6;4;0;0;5;0;15
2022;FEBRERO;DISCAPACIDAD DNIE;1;1;0;0;0;0;2
2022;FEBRERO;DUPLICADO DNI AMARILLO;143;101;10;0;0;0;254
2022;FEBRERO;DUPLICADO DNI AZUL;283;81;24;0;11;0;399
2022;FEBRERO;DUPLICADO DNIE;25;10;4;0;4;0;43
2022;FEBRERO;EMISION CERTIFICADO DIGITAL/ENTIDADES PUBLICAS;5;1;0;0;0;0;6
2022;FEBRERO;EMISION PRIMERA VEZ DNI AMARILLO;254;142;35;0;1;0;432
2022;FEBRERO;EMISION PRIMERA VEZ DNIE;337;141;51;0;0;0;529
2022;FEBRERO;ENVIVO FB;0;0;0;0;0;0;0
2022;FEBRERO;EXTEMPORANEOS DNI AMARILLO;4;1;1;0;0;0;6
2022;FEBRERO;EXTEMPORANEOS DNIE;1;0;0;0;0;0;1
2022;FEBRERO;EXTEMPORANEOS/INDOCUMENTADOS DNI AZUL;24;29;6;0;5;0;64
2022;FEBRERO;FECHA DE EMISION / DIGITO VERIFICADOR / OTROS DATOS DEL DNI;228;75;6;0;10;0;319
2022;FEBRERO;HABILITACIONES;2;0;1;0;0;0;3
2022;FEBRERO;HORARIO /AGENCIAS;1603;595;304;0;43;0;2545
2022;FEBRERO;IMPUGNACIONES;4;22;2;0;1;0;29
2022;FEBRERO;INCIDENCIA GOR;3;50;0;0;11;0;64
2022;FEBRERO;INSCRIPCION /C4-C5- NOMBRES IGUALS / NEG SOLTERIA;328;127;26;0;7;0;488
2022;FEBRERO;INSCRIPCION DE CERTIFICADO DE DEFUNCION;19;2;2;0;2;0;25
2022;FEBRERO;INSCRIPCION DE NACIMIENTO;239;102;20;0;8;0;369
2022;FEBRERO;LIBERACION DE PAGO;3;0;0;0;0;0;3
2022;FEBRERO;LIBERACION DE TRAMITE;0;0;0;0;0;0;0
2022;FEBRERO;MESA DE PARTES - INCONVENIENTES/DEMORA;36;31;1;0;25;0;93
2022;FEBRERO;MESA DE PARTES - ORIENTACION TRAMITES;133;52;5;0;13;0;203
2022;FEBRERO;OTRAS INCIDENCIAS;658;362;292;0;54;0;1366
2022;FEBRERO;PAGO NO REFLEJADO EN BASE DE DATOS;21;0;3;0;0;0;24
2022;FEBRERO;PASARELA VISA;0;2;0;0;0;0;2
2022;FEBRERO;PROBLEMAS - REGISTRO DIGITAL NACIMIENTO;3;0;0;0;1;0;4
2022;FEBRERO;PROBLEMAS - RENOVACION DNI WEB;21;6;0;0;10;0;37
2022;FEBRERO;PROBLEMAS - SISTEMA OPERATIVO IOS;2;2;0;0;1;0;5
2022;FEBRERO;PROBLEMAS DNI BIOFACIAL;59;103;6;0;6;0;174
2022;FEBRERO;PROBLEMAS EN USAR LA APLICACION;55;32;27;0;4;0;118
2022;FEBRERO;RECOJO DNI;1440;1104;191;0;127;0;2862
2022;FEBRERO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNI AZUL;419;179;31;0;15;0;644
2022;FEBRERO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNIE;32;6;10;0;4;0;52
2022;FEBRERO;RECTIFICACION DOMICILIO/FOTO/OTROS DNI AMARILLO;43;14;4;0;0;0;61
2022;FEBRERO;RECTIFICACION PARTIDAS;166;62;16;0;2;0;246
2022;FEBRERO;RENOVACION CERTIF. DIGITAL/PERSONA NATURAL DNIE;3;1;2;0;0;0;6
2022;FEBRERO;RENOVACION CERTIFICADOS DIGITALES/PERSONA CONSULTA PUBLICA;3;0;1;0;0;0;4
2022;FEBRERO;RENOVACION DNI AMARILLO;283;253;58;0;16;0;610
2022;FEBRERO;RENOVACION DNI AZUL;868;524;119;0;39;0;1550
2022;FEBRERO;RENOVACION DNIE;33;5;8;0;53;0;99
2022;FEBRERO;UBICAR ACTA/DIGITALIZACION/ERROR ACTAS;0;0;0;0;0;0;0
2022;MARZO;AUTENTICACIONES DE FIRMAS/ACTAS;44;8;5;0;2;0;59
2022;MARZO;BONO;9;9;0;0;1;0;19
2022;MARZO;CAIDA SISTEMA;15;10;1;0;6;0;32
2022;MARZO;CAMBIO DNI A AZUL;289;122;19;1;1;0;432
2022;MARZO;CONSULTA ELECCIONES/PADRON/MULTAS/DISPENSAS;72;43;4;0;13;0;132
2022;MARZO;COPIA DE ACTAS;855;172;59;1;25;0;1112
2022;MARZO;DEMORA DE ENTREGA DEL DNI;774;132;22;0;120;0;1048
2022;MARZO;DESBLOQUEO PIN DNIE;1;0;2;0;1;0;4
2022;MARZO;DEVOLUCION/VALIDEZ DE PAGO;470;131;48;0;24;1;674
2022;MARZO;DISCAPACIDAD DNI AMARILLO;3;1;0;0;0;0;4
2022;MARZO;DISCAPACIDAD DNI AZUL;13;3;1;0;1;0;18
2022;MARZO;DISCAPACIDAD DNIE;0;1;0;0;1;0;2
2022;MARZO;DUPLICADO DNI AMARILLO;129;65;6;0;0;0;200
2022;MARZO;DUPLICADO DNI AZUL;428;108;27;0;6;0;569
2022;MARZO;DUPLICADO DNIE;21;8;4;0;0;0;33
2022;MARZO;EMISION CERTIFICADO DIGITAL/ENTIDADES PUBLICAS;8;0;0;0;4;0;12
2022;MARZO;EMISION PRIMERA VEZ DNI AMARILLO;269;95;29;0;3;0;396
2022;MARZO;EMISION PRIMERA VEZ DNIE;393;281;67;1;6;0;748
2022;MARZO;ENVIVO FB;0;10;0;0;0;0;10
2022;MARZO;EXTEMPORANEOS DNI AMARILLO;3;1;0;0;1;0;5
2022;MARZO;EXTEMPORANEOS DNIE;0;2;0;0;0;0;2
2022;MARZO;EXTEMPORANEOS/INDOCUMENTADOS DNI AZUL;57;29;6;1;1;0;94
2022;MARZO;FECHA DE EMISION / DIGITO VERIFICADOR / OTROS DATOS DEL DNI;383;90;4;0;11;0;488
2022;MARZO;HABILITACIONES;6;2;2;0;0;0;10
2022;MARZO;HORARIO /AGENCIAS;3111;639;300;2;43;7;4102
2022;MARZO;IMPUGNACIONES;8;33;4;0;0;0;45
2022;MARZO;INCIDENCIA GOR;3;27;0;0;1;1;32
2022;MARZO;INSCRIPCION /C4-C5- NOMBRES IGUALS / NEG SOLTERIA;414;86;19;0;8;1;528
2022;MARZO;INSCRIPCION DE CERTIFICADO DE DEFUNCION;14;4;0;0;0;0;18
2022;MARZO;INSCRIPCION DE NACIMIENTO;249;85;24;1;8;0;367
2022;MARZO;LIBERACION DE PAGO;2;0;0;0;0;0;2
2022;MARZO;LIBERACION DE TRAMITE;0;0;0;0;0;0;0
2022;MARZO;MESA DE PARTES - INCONVENIENTES/DEMORA;60;6;0;0;19;0;85
2022;MARZO;MESA DE PARTES - ORIENTACION TRAMITES;237;62;44;0;16;0;359
2022;MARZO;OTRAS INCIDENCIAS;103;33;12;1;14;0;163
2022;MARZO;PAGO NO REFLEJADO EN BASE DE DATOS;45;0;4;0;1;0;50
2022;MARZO;PASARELA VISA;0;0;0;0;0;0;0
2022;MARZO;PROBLEMAS - REGISTRO DIGITAL NACIMIENTO;1;0;0;0;0;0;1
2022;MARZO;PROBLEMAS - RENOVACION DNI WEB;144;10;4;0;9;0;167
2022;MARZO;PROBLEMAS - SISTEMA OPERATIVO IOS;11;0;1;0;2;0;14
2022;MARZO;PROBLEMAS DNI BIOFACIAL;98;85;11;0;4;3;201
2022;MARZO;PROBLEMAS EN USAR LA APLICACION;83;44;14;0;0;0;141
2022;MARZO;RECOJO DNI;2562;1776;236;10;444;3;5031
2022;MARZO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNI AZUL;610;195;56;2;17;0;880
2022;MARZO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNIE;37;14;12;0;3;0;66
2022;MARZO;RECTIFICACION DOMICILIO/FOTO/OTROS DNI AMARILLO;74;23;4;0;0;0;101
2022;MARZO;RECTIFICACION PARTIDAS;272;70;12;1;2;0;357
2022;MARZO;RENOVACION CERTIF. DIGITAL/PERSONA NATURAL DNIE;15;6;4;0;1;0;26
2022;MARZO;RENOVACION CERTIFICADOS DIGITALES/PERSONA CONSULTA PUBLICA;1;0;0;0;0;0;1
2022;MARZO;RENOVACION DNI AMARILLO;314;176;38;0;8;0;536
2022;MARZO;RENOVACION DNI AZUL;1216;867;131;6;19;1;2240
2022;MARZO;RENOVACION DNIE;35;7;22;0;38;0;102
2022;MARZO;UBICAR ACTA/DIGITALIZACION/ERROR ACTAS;2;4;0;0;0;0;6
2022;ABRIL;AUTENTICACIONES DE FIRMAS/ACTAS;47;20;1;0;0;0;68
2022;ABRIL;BONO;1;2;0;0;0;0;3
2022;ABRIL;CAIDA SISTEMA;339;191;79;0;13;0;622
2022;ABRIL;CAMBIO DNI A AZUL;159;42;14;8;0;2;225
2022;ABRIL;CONSULTA ELECCIONES/PADRON/MULTAS/DISPENSAS;44;22;2;0;3;0;71
2022;ABRIL;COPIA DE ACTAS;601;144;53;0;15;0;813
2022;ABRIL;DEMORA DE ENTREGA DEL DNI;296;13;162;0;11;0;482
2022;ABRIL;DESBLOQUEO PIN DNIE;1;0;1;0;0;0;2
2022;ABRIL;DEVOLUCION/VALIDEZ DE PAGO;337;115;45;0;11;2;510
2022;ABRIL;DISCAPACIDAD DNI AMARILLO;1;4;0;0;1;0;6
2022;ABRIL;DISCAPACIDAD DNI AZUL;13;6;0;0;0;0;19
2022;ABRIL;DISCAPACIDAD DNIE;1;0;0;0;0;0;1
2022;ABRIL;DUPLICADO DNI AMARILLO;95;37;4;0;0;0;136
2022;ABRIL;DUPLICADO DNI AZUL;268;76;15;1;3;0;363
2022;ABRIL;DUPLICADO DNIE;30;7;2;1;1;0;41
2022;ABRIL;EMISION CERTIFICADO DIGITAL/ENTIDADES PUBLICAS;6;3;0;0;0;0;9
2022;ABRIL;EMISION PRIMERA VEZ DNI AMARILLO;172;48;13;0;1;0;234
2022;ABRIL;EMISION PRIMERA VEZ DNIE;290;386;39;2;1;1;719
2022;ABRIL;ENVIVO FB;1;39;0;0;0;0;40
2022;ABRIL;EXTEMPORANEOS DNI AMARILLO;0;1;0;0;0;0;1
2022;ABRIL;EXTEMPORANEOS DNIE;1;0;0;0;0;0;1
2022;ABRIL;EXTEMPORANEOS/INDOCUMENTADOS DNI AZUL;33;18;4;0;0;0;55
2022;ABRIL;FECHA DE EMISION / DIGITO VERIFICADOR / OTROS DATOS DEL DNI;263;33;4;0;1;1;302
2022;ABRIL;HABILITACIONES;6;0;1;0;0;0;7
2022;ABRIL;HORARIO /AGENCIAS;3140;674;248;5;30;2;4099
2022;ABRIL;IMPUGNACIONES;1;2;1;0;1;0;5
2022;ABRIL;INCIDENCIA GOR;0;46;0;0;1;0;47
2022;ABRIL;INSCRIPCION /C4-C5- NOMBRES IGUALS / NEG SOLTERIA;263;48;12;1;11;0;335
2022;ABRIL;INSCRIPCION DE CERTIFICADO DE DEFUNCION;16;5;2;0;2;0;25
2022;ABRIL;INSCRIPCION DE NACIMIENTO;246;213;17;0;1;0;477
2022;ABRIL;LIBERACION DE PAGO;3;2;0;0;0;0;5
2022;ABRIL;LIBERACION DE TRAMITE;3;0;0;0;0;0;3
2022;ABRIL;MESA DE PARTES - INCONVENIENTES/DEMORA;48;2;0;0;10;0;60
2022;ABRIL;MESA DE PARTES - ORIENTACION TRAMITES;163;66;10;0;9;0;248
2022;ABRIL;OTRAS INCIDENCIAS;82;36;14;0;9;1;142
2022;ABRIL;PAGO NO REFLEJADO EN BASE DE DATOS;43;2;3;0;1;0;49
2022;ABRIL;PASARELA VISA;0;0;0;0;0;0;0
2022;ABRIL;PROBLEMAS - REGISTRO DIGITAL NACIMIENTO;3;0;0;0;0;0;3
2022;ABRIL;PROBLEMAS - RENOVACION DNI WEB;166;3;2;0;3;0;174
2022;ABRIL;PROBLEMAS - SISTEMA OPERATIVO IOS;5;0;0;0;0;0;5
2022;ABRIL;PROBLEMAS DNI BIOFACIAL;46;59;8;1;5;7;126
2022;ABRIL;PROBLEMAS EN USAR LA APLICACION;72;30;17;0;2;3;124
2022;ABRIL;RECOJO DNI;1655;829;108;4;112;3;2711
2022;ABRIL;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNI AZUL;467;177;45;4;14;5;712
2022;ABRIL;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNIE;30;13;2;1;1;0;47
2022;ABRIL;RECTIFICACION DOMICILIO/FOTO/OTROS DNI AMARILLO;51;28;1;0;0;0;80
2022;ABRIL;RECTIFICACION PARTIDAS;188;97;15;1;1;0;302
2022;ABRIL;RENOVACION CERTIF. DIGITAL/PERSONA NATURAL DNIE;6;5;1;0;0;0;12
2022;ABRIL;RENOVACION CERTIFICADOS DIGITALES/PERSONA CONSULTA PUBLICA;3;0;0;0;0;0;3
2022;ABRIL;RENOVACION DNI AMARILLO;153;159;35;6;3;1;357
2022;ABRIL;RENOVACION DNI AZUL;636;478;28;0;14;0;1156
2022;ABRIL;RENOVACION DNIE;34;24;6;0;19;0;83
2022;ABRIL;UBICAR ACTA/DIGITALIZACION/ERROR ACTAS;6;0;0;0;3;0;9
2022;MAYO;AUTENTICACIONES DE FIRMAS/ACTAS;51;8;0;0;0;0;59
2022;MAYO;BONO;2;1;0;0;0;0;3
2022;MAYO;CAIDA SISTEMA;57;70;5;1;7;0;140
2022;MAYO;CAMBIO DNI A AZUL;143;21;9;0;0;0;173
2022;MAYO;CONSULTA ELECCIONES/PADRON/MULTAS/DISPENSAS;196;81;34;2;13;0;326
2022;MAYO;COPIA DE ACTAS;470;119;36;0;22;4;651
2022;MAYO;DEMORA DE ENTREGA DEL DNI;22;2;1;0;0;0;25
2022;MAYO;DESBLOQUEO PIN DNIE;14;2;1;0;0;0;17
2022;MAYO;DEVOLUCION/VALIDEZ DE PAGO;396;112;35;0;16;2;561
2022;MAYO;DISCAPACIDAD DNI AMARILLO;2;1;1;0;0;0;4
2022;MAYO;DISCAPACIDAD DNI AZUL;12;5;3;0;0;0;20
2022;MAYO;DISCAPACIDAD DNIE;0;0;0;0;0;0;0
2022;MAYO;DUPLICADO DNI AMARILLO;80;39;4;0;0;0;123
2022;MAYO;DUPLICADO DNI AZUL;278;86;18;1;4;0;387
2022;MAYO;DUPLICADO DNIE;16;8;1;0;0;0;25
2022;MAYO;EMISION CERTIFICADO DIGITAL/ENTIDADES PUBLICAS;13;0;0;0;2;0;15
2022;MAYO;EMISION PRIMERA VEZ DNI AMARILLO;179;68;18;0;0;0;265
2022;MAYO;EMISION PRIMERA VEZ DNIE;330;428;60;0;2;0;820
2022;MAYO;ENVIVO FB;0;15;0;0;0;0;15
2022;MAYO;EXTEMPORANEOS DNI AMARILLO;0;0;0;0;0;0;0
2022;MAYO;EXTEMPORANEOS DNIE;1;1;0;0;0;0;2
2022;MAYO;EXTEMPORANEOS/INDOCUMENTADOS DNI AZUL;31;17;7;0;7;0;62
2022;MAYO;FECHA DE EMISION / DIGITO VERIFICADOR / OTROS DATOS DEL DNI;262;24;7;0;1;1;295
2022;MAYO;HABILITACIONES;19;1;1;0;0;0;21
2022;MAYO;HORARIO /AGENCIAS;3208;654;233;3;28;1;4127
2022;MAYO;IMPUGNACIONES;3;1;1;0;0;0;5
2022;MAYO;INCIDENCIA GOR;1;40;0;1;0;0;42
2022;MAYO;INSCRIPCION /C4-C5- NOMBRES IGUALS / NEG SOLTERIA;210;45;13;0;8;0;276
2022;MAYO;INSCRIPCION DE CERTIFICADO DE DEFUNCION;11;8;2;0;2;0;23
2022;MAYO;INSCRIPCION DE NACIMIENTO;210;73;14;0;3;0;300
2022;MAYO;LIBERACION DE PAGO;3;1;0;0;0;0;4
2022;MAYO;LIBERACION DE TRAMITE;0;0;0;0;0;0;0
2022;MAYO;MESA DE PARTES - INCONVENIENTES/DEMORA;43;0;1;0;8;0;52
2022;MAYO;MESA DE PARTES - ORIENTACION TRAMITES;242;57;25;0;9;0;333
2022;MAYO;OTRAS INCIDENCIAS;113;50;17;0;7;0;187
2022;MAYO;PAGO NO REFLEJADO EN BASE DE DATOS;38;1;1;0;0;0;40
2022;MAYO;PASARELA VISA;0;0;0;0;0;0;0
2022;MAYO;PROBLEMAS - REGISTRO DIGITAL NACIMIENTO;0;0;0;0;1;0;1
2022;MAYO;PROBLEMAS - RENOVACION DNI WEB;160;3;3;0;0;0;166
2022;MAYO;PROBLEMAS - SISTEMA OPERATIVO IOS;4;1;0;0;1;0;6
2022;MAYO;PROBLEMAS DNI BIOFACIAL;50;52;3;1;7;5;118
2022;MAYO;PROBLEMAS EN USAR LA APLICACION;70;64;14;3;3;6;160
2022;MAYO;RECOJO DNI;1154;437;73;1;19;6;1690
2022;MAYO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNI AZUL;555;216;43;0;6;3;823
2022;MAYO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNIE;49;22;4;0;4;0;79
2022;MAYO;RECTIFICACION DOMICILIO/FOTO/OTROS DNI AMARILLO;58;20;1;0;0;0;79
2022;MAYO;RECTIFICACION PARTIDAS;156;61;20;1;9;0;247
2022;MAYO;RENOVACION CERTIF. DIGITAL/PERSONA NATURAL DNIE;13;0;0;1;0;0;14
2022;MAYO;RENOVACION CERTIFICADOS DIGITALES/PERSONA CONSULTA PUBLICA;2;0;0;0;0;0;2
2022;MAYO;RENOVACION DNI AMARILLO;157;135;20;1;4;1;318
2022;MAYO;RENOVACION DNI AZUL;630;953;69;0;12;0;1664
2022;MAYO;RENOVACION DNIE;59;18;6;13;13;14;123
2022;MAYO;UBICAR ACTA/DIGITALIZACION/ERROR ACTAS;5;0;0;0;1;0;6
2022;JUNIO;AUTENTICACIONES DE FIRMAS/ACTAS;35;8;4;0;2;0;49
2022;JUNIO;BONO;3;2;0;0;0;0;5
2022;JUNIO;CAIDA SISTEMA;68;56;6;0;4;0;134
2022;JUNIO;CAMBIO DNI A AZUL;135;118;20;0;0;1;274
2022;JUNIO;CONSULTA ELECCIONES/PADRON/MULTAS/DISPENSAS;156;92;38;0;2;0;288
2022;JUNIO;COPIA DE ACTAS;398;158;61;0;10;6;633
2022;JUNIO;DEMORA DE ENTREGA DEL DNI;29;1;4;0;0;0;34
2022;JUNIO;DESBLOQUEO PIN DNIE;4;1;2;0;0;0;7
2022;JUNIO;DEVOLUCION/VALIDEZ DE PAGO;341;124;45;0;3;0;513
2022;JUNIO;DISCAPACIDAD DNI AMARILLO;3;3;0;0;0;0;6
2022;JUNIO;DISCAPACIDAD DNI AZUL;15;10;9;0;0;1;35
2022;JUNIO;DISCAPACIDAD DNIE;0;0;0;0;0;0;0
2022;JUNIO;DUPLICADO DNI AMARILLO;63;51;6;0;1;0;121
2022;JUNIO;DUPLICADO DNI AZUL;254;115;19;0;0;1;389
2022;JUNIO;DUPLICADO DNIE;13;16;2;0;1;0;32
2022;JUNIO;EMISION CERTIFICADO DIGITAL/ENTIDADES PUBLICAS;5;0;0;0;1;0;6
2022;JUNIO;EMISION PRIMERA VEZ DNI AMARILLO;129;77;20;0;0;1;227
2022;JUNIO;EMISION PRIMERA VEZ DNIE;222;284;75;3;5;0;589
2022;JUNIO;ENVIVO FB;0;17;0;0;0;0;17
2022;JUNIO;EXTEMPORANEOS DNI AMARILLO;5;2;2;0;0;0;9
2022;JUNIO;EXTEMPORANEOS DNIE;1;0;0;0;0;0;1
2022;JUNIO;EXTEMPORANEOS/INDOCUMENTADOS DNI AZUL;40;23;10;0;3;2;78
2022;JUNIO;FECHA DE EMISION / DIGITO VERIFICADOR / OTROS DATOS DEL DNI;255;33;16;0;5;1;310
2022;JUNIO;HABILITACIONES;5;0;1;0;0;0;6
2022;JUNIO;HORARIO /AGENCIAS;2513;526;377;3;24;3;3446
2022;JUNIO;IMPUGNACIONES;4;5;2;0;0;0;11
2022;JUNIO;INCIDENCIA GOR;1;1;1;0;0;0;3
2022;JUNIO;INSCRIPCION /C4-C5- NOMBRES IGUALS / NEG SOLTERIA;174;45;10;0;0;1;230
2022;JUNIO;INSCRIPCION DE CERTIFICADO DE DEFUNCION;5;4;0;0;0;0;9
2022;JUNIO;INSCRIPCION DE NACIMIENTO;154;104;18;0;3;1;280
2022;JUNIO;LIBERACION DE PAGO;1;0;0;0;0;0;1
2022;JUNIO;LIBERACION DE TRAMITE;0;0;0;0;0;0;0
2022;JUNIO;MESA DE PARTES - INCONVENIENTES/DEMORA;12;0;1;0;2;0;15
2022;JUNIO;MESA DE PARTES - ORIENTACION TRAMITES;27;37;4;0;1;0;69
2022;JUNIO;OTRAS INCIDENCIAS;66;39;28;0;4;1;138
2022;JUNIO;PAGO NO REFLEJADO EN BASE DE DATOS;33;2;1;0;0;1;37
2022;JUNIO;PASARELA VISA;0;0;0;0;0;0;0
2022;JUNIO;PROBLEMAS - REGISTRO DIGITAL NACIMIENTO;0;0;0;0;0;0;0
2022;JUNIO;PROBLEMAS - RENOVACION DNI WEB;290;16;1;0;1;1;309
2022;JUNIO;PROBLEMAS - SISTEMA OPERATIVO IOS;20;0;0;0;2;0;22
2022;JUNIO;PROBLEMAS DNI BIOFACIAL;78;50;25;2;8;2;165
2022;JUNIO;PROBLEMAS EN USAR LA APLICACION;85;105;36;0;3;2;231
2022;JUNIO;RECOJO DNI;1001;419;109;1;36;7;1573
2022;JUNIO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNI AZUL;464;310;123;4;8;10;919
2022;JUNIO;RECTIFICACION DOMICILIO/ ESTADO CIVIL/OTROS DNIE;39;43;5;0;2;0;89
2022;JUNIO;RECTIFICACION DOMICILIO/FOTO/OTROS DNI AMARILLO;41;39;6;0;0;0;86
2022;JUNIO;RECTIFICACION PARTIDAS;177;119;29;0;2;0;327
2022;JUNIO;RENOVACION CERTIF. DIGITAL/PERSONA NATURAL DNIE;0;1;0;0;0;0;1
2022;JUNIO;RENOVACION CERTIFICADOS DIGITALES/PERSONA CONSULTA PUBLICA;1;0;0;0;0;0;1
2022;JUNIO;RENOVACION DNI AMARILLO;113;193;50;0;0;2;358
2022;JUNIO;RENOVACION DNI AZUL;486;1098;63;0;10;0;1657
2022;JUNIO;RENOVACION DNIE;28;21;3;0;8;0;60
2022;JUNIO;UBICAR ACTA/DIGITALIZACION/ERROR ACTAS;0;0;0;0;0;0;0
